Título,Estrelas,Comentarios
Vale a visita,5,Pratos bem servidos. Excelência em serviços desde a recepção e os garçons sabem orientar e dar sugestão de pratos. Preços bons pela qualidade e quantidade.  Os pratos servem bem três pessoas que comam bem.  Muito bem decorado e é o mais famoso do momento.  Fica em Ponta Negra e oferece serviço de van para ir buscar nos hotéis (não posso avaliar pois estava bem perto e fui a pé) A espera na recepção foi de apenas dez minutos. Dizem que costuma ter fila.  O atendimento também foi rápido.  Adorei.
Divino,5,"Não tem como ir a Natal e não apreciar a comida dos Camarões!!! Faz parte do roteiro, é um ponto turístico!!! Espetacular!!"
Bom,4,"Após o passeio pelas praias e dunas douradas o bugueiro nos levou a esse restaurante. Comida muito boa, frutos do mar, preço um pouco salgado mas pela qualidade vale a pena. Recomendo."
Delicia,5,"O melhor da cidade, ótima comida e atendimento! Sempre que vou a natal eh meu restaurante preferido!"
Gostei Bastante,4,"Muito bom o camarão, o atendimento do pessoal é muito, um ambiente super interessante. Existe vários tipos de pratos, recomendo"
Ótimo restaurante.,5,"Muito bom restaurante, vários pratos que serve 3 pessoas tranquilo. Quem for a Natal precisa ir ao restaurante camarões."
Elegante,3,"Tive uma experiencia boa, lugar requintado e agradável. Comida gostosa e atendimento super atencioso."
Sabor único,5,Variedades de opções de frutos do mar e um sabor diferenciado. Tem vista para o mar e bem localizado. Fica em ponta negra uma das praias mais badaladas de Natal.
EXCELENTE!!!,5,Lugar agradabilíssimo..atendimento e comida excepcionais! Porções generosas e a sobremesa maravilhosa...Recomendo.
ótimo atendimento e comida excelente,4,Comida boa e super deliciosa ...indico pra todo mundo ambiente familiar e romântico também Visitem vcs não  vão se arrepender...
Melhor comida de Natal,5,"Em março deste ano estive em Natal com minha esposa. O restaurante que você não pode deixar de ir é no Camarões, o melhor que fui em Natal. Comida ótima. Atendimento ótimo.   Obs.: Só cuidado para não ir muito ""chinelão"" pois o ambiente é requintado."
Excelente!,5,"No nível do irmão ""Camarões Potiguar"", que no entanto tem mais glamour. Espetaculares a comida e o atendimento de ambos. A preço bem justo."
Atendimento e comida excelentes,5,"Estive em outubro último em natal, jantei no restaurante camarões. no primeiro momento tive que aguardar 40 minutos por uma mesa, mas durante esse período, foram bastante atenciosos. Quando consegui uma mesa, o atendimento foi muito rápido. o meu pedido chegou em menos de 10 minutos. A comida é excelente."
O melhor da cidade,5,"Ambiente super agradável, preço super acessível quando em grupos de amigos e familiares, porções muito generosas. Os pratos são bem preparados e super gostosos, desde da entrada até a sobremesa."
Comemoracao aniversario,5,"Impecavel na cozinha, bons precos, ambiente agradavel, servico excelente. O ruim é a fila de espera, sempre muito grande."
Perfeito!,5,"Melhor lugar para comer pratos a base de camarões em Natal. Equipe atenciosa, simpática e prestativa, comida deliciosa, lugar limpo, elegante e lindo! Sempre que estou em Natal, vou ao restaurante. Recomendadíssimo."
Pecado da Gula,5,"O desafio é escolher o prato. Entre as opções variadas de pratos, o camarão é o rei. Se você aprecia tem que marcar presença neste restaurante. Opção certa de comer muito bem. Primeiro você come com os olhos, porque os pratos tem uma excelente apresentação. Outro detalhe importante são muito bem servidos."
Perfeito!,5,"Ambiente perfeito, familiar, cardápio variado e delicioso! Lugar agradável e muito mais. Simplesmente o melhor de Natal RN"
Um dos melhores!,5,"Adoro esse restaurante! Comida maravilhosa, atendimento nota 10! Indo à Natal ninguém pode deixar de passar lá!"
Excelente atendimento!,5,"Atendimento requintado a um preço convidativo! Os pratos são para duas pessoas, mas tranquilamente três ou até quatro pessoas são bem servidas! Garços atenciosos e ambiente muito charmoso!"
O melhor de Natal,5,O melhor restaurante de Natal. Prefiram a unidade mais moderna de Ponta Negra. Pratos deliciosos e atendimento impecável.  Ambiente bonito e acolhedor. Preço a altura da qualidade.
Delícia e ótimo custo beneficio,5,Comida perfeita. Atendimento perfeito. Bom custo beneficio visto que os pratos servem até 3 pessoas. Sobremesas deliciosas também.
Perfeito!,5,"Restaurante sofisticado...Prato delicioso (camarão grelhado) os pratos com camarão custam a partir de noventa e quatro reais, porém são pratos que servem umas três pessoas tranquilamente. Fiquei surpresa com a rapidez que o prato ficou pronto.  Garçons educados. Ambiente gostoso (possui ambientes diferentes) e a sobremesa divina. Muito 10 amei"
Ótimo ambiente e comida maravilhosa,5,"Fui ao restaurante em Maio/2015, fui muito bem atendida e a comida maravilhosa. Melhor restaurante de Natal."
Maravilhoso,5,"Fomos 2 vezes lá e foram excelentes, na primeira comemos o camarão que vem na moranga(deliciosa e muito bem servida) e no outro dia pedimos o camarão com mostarda Dijon e palha, serve3 pessoas super recomendo."
Um dos melhores da cidade,5,"Ambiente maravilhoso, garçons muito educados e gentis. Cada prato mais gostoso do que o outro! As sobremesas também são excelentes. O restaurante é impecavel."
Ótima comida,5,"Jantar delicioso, muitas das refeições servem até 3 pessoas, apesar de o cardápio indicar que é apropriada para duas pessoas! Local é bem bonito e com bom atendimento."
Aleatório,5,"Sou natalense e frequento o Camarões há muitos anos, classifico como um lugar aconchegante e bem servido. A única coisa que me incomoda, mas que não faz que o deixe de frequentar é o tempo de espera para entrar e degustar a boa culinária tradicional natalense, se assim posso informar. Com certeza é o mais procurado para qualquer momento em especial para datas importantes. Na foto, já este ano com amigos."
Comida Excelente e Ambiente Agradável,4,"O restaurante tem um ambiente muito bacana. A comida nem se fala, vale muito a pena. Recomendo demais indo a Natal."
Muito bom,5,"Pra quem gosta de comer comida diferente quando viaja, este é o lugar certo em Natal. O restaurante é bonito, elegante e a comida é muito boa."
perfeito !!!!,5,"Os Camarões são muito bons e de boa qualidade, além do  lugar ser muito aconchegante!!!  E além de tudo tem uma Boa recepção!!!"
Pratos bem servidos e receitas exclusivas de camarão!!,5,"Restaurante sofisticado, com excelente atendimento!!! Cardápio exclusivo e a carta de vinho é de primeira qualidade. Super recomendo o prato Ana Luzia, que é uma espécie de paella, feito com camarão selecionado, lula e açafrão. Os pratos são bem servidos, além de saborosos!!!"
Melhor restaurante de Natal,5,"Comida de qualidade, otimo atendimento, lugar agradavel e muito mais. Simplesmente o melhor restaurante da cidade. O preço é justo."
cardápio,5,"Cardápio variado, excelente localização, preço razoável, bom atendimento. recomendo a todos que gostam de apreciar bons temperos"
Restaurante camaroes,5,"Otimo ambiente sem duvidas um dos melhores restaurantes que já fui ,alem dos pratos bem elaborados tudo de bom."
Imperdível!,5,"Restaurante lindo, bem localizado, estacionamento amplo, comida deliciosa. Não é um restaurante informal de bera de praia, tem um estilo mais ""chique"" e o serviço corresponde ao estilo do local."
Maravilhoso,5,"O local é lindo, o atendimento muito bom e a comida excelente. Os frutos do mar são coisas de cinema, tudo muito saboroso. Super recomendo!"
Pra quem gosta de camarão!,4,"Delicioso! Diversas opções de pratos baseados em camarão. Toda vez que vou a Natal, é ponto obrigatório. Ambiente aconchegante e bom atendimento, garantem a freguesia. Possui estacionamento próprio. Preço justo para o que oferece."
Jantar no Camarões,5,"Muito bom ambiente. Impecável serviço. Grande escolha de pratos de camarão com várias receitas originais. Qualidade excelente e como uma dose dá para duas pessoas e sobra, o preço acaba por ser uma agradável surpresa. Óptimas bebidas e sobremesas."
Comer bem tem endereço certo,5,"Excelente ambiente, comida formidável. Os funcionários são receptivos, valorizam muito o bom atendimento. A comida é espetacular."
Bom,5,Lugar lindo comida boa preços não tão agradáveis. Acho que ao vim para nata tidos precisam comer em outros lugares como casa de taipa e outros rodízios de camarões e só depois se perguntar se vai querer ir ao camarões pois o que eles servem outros lugares servem as vezes até mais gostoso pois o problema é que eles cobram mais caro pois o ambiente é mais requintado e o nome do restaurante possui um marketing forte provavelmente recebe apoio da prefeitura pois está em todos os lugares em natal. Mas se vc não quer pagar pelo marketing e ambiente existe outros lugares com ambientes semelhantes e comida as vezes melhor e mais em  conta. Mas fora valores e jogo de interesse se for ver se o restaurante é bom ou ruim sim é bom.
O melhor de Natal,5,"Este é o melhor restaurante de Natal!! E um dos melhores que já comi!!! Simplesmente incrível!!!! Todas as vezes que fui me surpreendi! Não só os pratos, que são muito fartos, já chegamos a comer em quatro e sobrou, como as entradas são deliciosas! O preço não é exagerado e vale o custo benefício. O melhor!!!"
Maravilhoso.,5,"O restaurante é maravilhoso. Comida deliciosa e farta, uma variedade bacana de pratos, atendimento muito bom. Cerveja gelada, eu e minha família gostamos muito."
Pratos deliciosos,5,Comida maravilhosa e atendimento top. Ambiente climatizado. Localização muito boa na praia. Excelente
Divino,5,"Perfeito! Comida deliciosa, ambiente aconchegante! Todos que visitarem Natal, não pode deixar de ir apreciar as delícias do restaurante!"
Excelente..,5,"Não deixem de visitar esse restaurante, sem duvidas o melhor camarão que comi em toda minha vida.... excelente atendimento.. o prato para 2, serve sem duvidas 3 que comem bem.."
VALE A PENA CONFERIR,5,"Não é atoa que é um dos restaurantes mais falados em Natal O menu é bem variado, carta de vinhos muito boa e com preços acessíveis a todos os bolsos Atendimento impecável, ambiente sofisticado, bem decorado e muito agradável Comemos o Camarão Bonfim ( uma delícia), de entrada foi ceviche de camarão e peixe meu namorado pediu a taça de lula também muito saborosos. sobremesa Brownie com sorvete de avelã pra completar o jantar perfeito servido com um vinho branco Africano. Indico de olhos fechados e pretendo voltar em outra oportunidade."
Excelente,5,"Restaurante excelente em todos os aspectos. Pratos bem servidos, preço justo, atendimento excelente. O único ponto que deixa a desejar são as filas de espera mas elas ocorrem e os clientes esperam pela qualidade do restaurante. Sabor único."
Melhor camarao do mundo,5,"Jantar nesse restaurante sem duvida foi a melhor saida gastronomica de todo a viagem. o Prato custa em media 80,00 reais para 2 pessoas, comem 3 numa boa, e vale mto a pena, a comida é simplesmente maravilhosa. Quem for a NAtal nao pode deixar de comer la."
maravilhoso,5,"restaurante maravilhoso, comida maravilho, ambiente maravilhoso, tudo muito agradável , atendimento maravilhoso. Tudo de bom."
Comida de ótima qualidade,4,"Restaurante especializado em frutos do mar, com um cardápio bastante interessante. O cuidado com a preparação dos pratos é um diferencial. O preço é um pouco salgado, mas vale pela qualidade."
JANTAR FAMILIA,5,"Local agradável de fácil acesso com excelente atendimento e comida deliciosa com pratos bem servidos, adorei"
Restaurante,4,Comida maravilhosa e atendimento muito bom. Ambiente agradável e perfeito para uma confraternização.
Delicioso,5,"Muito deliciosa a comida, um atendimento ótimo desde a entrada até o final. Ambiente realmente muito agradável, vale a pena conhecer."
Super indico,5,"Local muito agradável, bem localizado, estacionamento amplo, bonito, excelente atendimento, bem cuidado e tem uma aura agradável e aconchegante. Opções muito interessantes de pratos e lógico o camarão... Super especial... Preços caros, porém quando levamos em consideração Q o prato serve de 2 a 3 pessoas fica bem razoável. Vale a pena!!!!"
Fantástico,5,"O ambiente super charmoso, reserva uma grata surpresa! Atendimento impecável,comida deliciosa, carta de vinhos muito boa!! Lugar perfeito para reunir amigos, familiares ou um belo jantar a dois! O prato "" Camarão Internacional"" é incrível! Preço justo e simpatia encerram o noite!"
