Coments_norm,Polaridade,Estrelas,Classificacao_estrelas
restaurant doubts place seafood lovers cannot miss everything simply delicious staff polite friendly people waiting taste different dishes,positivo,5,positivo
excellent dishes wide variety shrimp price salty absurd compared restaurants,positivo,5,positivo
best seafood found prawns refined place great lunches business seems like place see asks suggestions business lunch always first option eat well spirits wine list quite assorted everything priced less fortunate pockets reasonable lunch two drinks less r 30000,positivo,5,positivo
perfect service waiting room bar services comfortable accommodations spacious great options dishes unique taste,positivo,5,positivo
famous restaurants natal rn restaurants wide variety dishes fruits hearty tasty dishes,neutro,5,positivo
best restaurant eat shrimp ever excellent excellent good favorite view beach others good lol,positivo,5,positivo
excellent food incredible variety specialty dishes shrimp quick service fair price dishes serve 3 4 people never leave unsatisfied super recommended worth,negativo,5,positivo
wellregarded restaurant good service location price problem think restaurant queues,negativo,4,positivo
wellstructured restaurant well located always enchanting quick service kind staff catering menu although extensive offers options tastes prices vary range 9000 dishes 6000 cheap wines dishes well served depending choice moderately caters 4 people highlights greek shrimp although serve 2 portions night suggest polished attire chooses local patrons restaurant 3 environments make table reservations visit miss bathrooms show part architecture ambiance interiors finally compliments,neutro,5,positivo
food excellence lunch dinner dishes two people fair price service service impeccable beautiful view,positivo,5,positivo
phenomenal place facing delicious food best pastel camarao country prices fair worth,positivo,5,positivo
varied menu various flavors seafood taste various options meats tasty food hearty dishes excellent service attentive waiters give tips dishes drinks pleasant airconditioned place,positivo,5,positivo
excellent restaurant several options shrimp taste shrimp great size dishes serve two people dishes international shrimp parmigiana serves three four people prices fair consider good price especially tourists clean environment sophisticated decor excellent service,positivo,5,positivo
compliments returned space doubts cozy good lighting great service intend return questions,negativo,4,positivo
amazing restaurants every time go natal make mandatory stop perfect restaurant,negativo,5,positivo
perfect dishes well served standard drinks excellent service perfect location new,positivo,5,positivo
compliments decoration environments education waiters general cleanliness hygiene inside bathrooms really want eat good fish crustaceans beautiful hometown go hotel restaurant manary shrimp restaurant unlimited menu dishes really stand irripetive combination fish always pure cassava pumpkin leek brocoli eggplants etc perfect try typical regional perfect friendly dinner however manary restaurant,positivo,4,positivo
recommend pastel camarao catupiry entrance may 25th celebrating birthday chat waiters received chocolate cake beautiful decoration unique environment extremely pleasant local wine list also good definitely back,positivo,5,positivo
cvc guide said badly,negativo,5,positivo
great destination holidays sun beach beautiful people perfect food intend return soon,positivo,5,positivo
amazing food great value money good service attentive waiters 5star environment highly recommend,positivo,5,positivo
excellent place meals good food super cozy little expensive worth,positivo,5,positivo
wonderful restaurant dish two serves well 4 people delicious food impeccable service everything perfect worth every penny loved,positivo,5,positivo
better love shrimp go eyes closed great service excellent dishes honest price,positivo,5,positivo
